izvor,objave,interakcije,doseg,godine_prisutnosti
outback-bag.com,2,0,0,1
ozna.info,2,3,135,1
par.hr,2,0,0,2
pauza.hr,2,0,120,1
pcelinjak.hr,2,63,747,2
pd-glasistre.hr,2,0,4,1
petracutuk.com,2,164,6480,1
petrinjskiradio.hr,2,564,21026,2
pisjournal.net,2,21,609,1
pitajmamu.hr,2,19,405,1
pitomi.hr,2,0,4,2
playstation.com,2,14,47454,1
poklonime.hr,2,0,0,1
poliklinika-harni.hr,2,1820,48438,1
poljoprivredni-forum.com,2,0,34,2
pomorac.net,2,264,3746,1
pomurec.com,2,17,3432,2
porsche.com,2,0,7200,1
pp-lastovo.hr,2,14,594,1
pp-ucka.hr,2,0,6,2
preporuke.hr,2,0,600,1
prglas.com,2,0,4,1
print24.com,2,0,282,1
promjenu.com,2,315,5571,2
prst.rs,2,295,12696,1
put-istina-zivot.com,2,48,516,1
putokaz.eu,2,207,5823,1
putolovac.com,2,0,600,1
qanator.com,2,0,108,1
radiodelta.hr,2,0,0,2
radiogrude.net,2,0,0,1
rasadnik.fyi,2,148,1836,1
rasco.hr,2,0,2,2
refikhrvic.net,2,13,589,2
rep.hr,2,8,336,2
ribafish.com,2,821,10509,1
rif.hr,2,0,4,2
rijekaheritage.org,2,0,0,1
riotintoserbia.com,2,40,1046,1
rivieracrikvenica.com,2,0,0,2
rportal.eu,2,312,2890,1
runjanina.hr,2,0,0,1
sanela.info,2,1,45,2
sanitat.hr,2,9,409,1
sasina.info,2,57,585,1
savjeti.hr,2,45,999,2
sdlsn.hr,2,0,0,2
securitas.hrvatska,2,23,31,1
senoa.eu,2,9,243,1
serbia-energy.eu,2,0,2,1
serdarusic.com,2,22,522,2
shkm2026.hr,2,51,1239,2
sigurnestaze.com,2,138,2594,1
sigurnomjesto.hr,2,0,0,2
simun-emanuel.hr,2,458,4432,2
sisak.hr,2,0,6,1
skcns.org,2,0,2,1
skd-prosvjeta.hr,2,160,3080,1
skmer.hr,2,117,1433,2
skoda.hr,2,0,18,2
slobodnaevropa.org,2,53,2115,1
slunj-rastoke.hr,2,4,108,2
smh.hr,2,0,0,1
snaga-za-zivot.hr,2,0,0,1
snap.hr,2,0,12,2
solgar.hr,2,22,1002,1
solidarna.hr,2,938,10822,1
sparkchronicles.com,2,0,78,1
sport.klub,2,6624,45990,2
sportnedjeljom.hr,2,0,0,2
srbijaizbori.com,2,0,0,1
srpskanews.com,2,0,0,2
ssgo.hr,2,6,272,2
stari-grad-faros.hr,2,0,4,1
startup-udruga.hr,2,0,4,1
stormfront.org,2,0,240,2
strukturnifondovi.hr,2,0,12,2
stubicketoplice.hr,2,0,0,1
sudovi.hr,2,0,84,2
superradio.hr,2,0,0,1
svetapetka.info,2,2552,31146,1
svjetlost.hr,2,0,10,2
tarot-horoskop.com,2,0,4,1
tba.hr,2,75,3339,2
technomarket.hr,2,0,2,1
tehnix.hr,2,304,11088,2
teologijatijela.com,2,1,45,1
teslasciencefoundation.org,2,0,4,1
thebestshop.hr,2,0,0,1
theworldnews.net,2,0,600,1
threadreaderapp.com,2,0,3360,2
ti-si-sunce.hr,2,0,0,1
tomislav.grmovsek,2,87,1854,2
tomislavjonjic.iz.hr,2,96,2758,2
trafika.hr,2,295,5195,2
travnik-grad.info,2,0,0,2
trogir.hr,2,0,2,2
tucepi.hr,2,0,0,1
tudjman.hr,2,47,1611,2
tvornicazdravehrane.com,2,307,8217,1
udruga-bas.hr,2,66,2936,1
ugljan.hr,2,0,600,1
unit.hr,2,0,600,1
usred.hr,2,16,252,1
usvprh.hr,2,27,387,2
uu88.design,2,0,600,1
uzagorju.com,2,0,6,2
vegora.hr,2,0,0,1
velux.hr,2,0,12,1
virovitica.info,2,17,225,2
virtuabit.hr,2,0,0,2
vitashop.hr,2,0,6,2
vlak.tomica,2,248,4844,1
vollo.hr,2,0,0,1
volvocars.com,2,0,6000,1
vzg-jastrebarsko.hr,2,0,0,1
wolt.com,2,0,9000,2
xpress.hr,2,0,314,2
zadi.hr,2,32,648,2
zagreb-pride.net,2,0,4,1
zaklada-ana-rukavina.hr,2,0,0,2
zaklada-brac.hr,2,0,0,1
zamakduse.net,2,131,1989,1
zastita-prirode.hr,2,0,0,2
zdravzivot.com.hr,2,0,0,1
zelda.hr,2,0,4,1
zgradonacelnik.hr,2,256,4236,1
zivotubalansubynina.com,2,66,1302,2
znaci-vremena.com,2,7,315,1
zrs.hr,2,0,0,2
zupa.hr,2,0,6,1
zupajastrebarsko.hr,2,0,0,1
zutestranice.hr,2,20,690,1
24sedam.rs,1,248,18647,1
275map.net,1,0,300,1
45lines.com,1,0,1,1
aboutyou.hr,1,0,204,1
abrakadabra.com,1,0,36,1
ac-page.com,1,0,420,1
academia-cravatica.hr,1,0,1,1
academlink.com,1,0,0,1
adasailingclub.com,1,39,759,1
addiko.hr,1,1805,61773,1
adomnia.net,1,0,0,1
adonai-studio.com,1,216,9984,1
adriaticluxuryvillas.com,1,25,483,1
adriaticsailor.com,1,0,0,1
adventistivrapce.com,1,0,300,1
adventzagreb.hr,1,114,2703,1
agents24.com,1,1,48,1
aglomeracijarijeka.eu,1,24,884,1
agm-blog.com,1,3,81,1
agm.hr,1,0,0,1
aipp.education,1,146,2106,1
ak-rijeka.hr,1,25,1091,1
aktualno.com.hr,1,0,0,1
akv.hr,1,0,300,1
al-ko.com,1,0,26,1
aladizajn.com,1,0,0,1
alanuzelac.from.hr,1,0,300,1
albidus.hr,1,0,0,1
allatra.org,1,0,8,1
allatraunites.com,1,0,60,1
alloggio-croazia.com,1,0,0,1
alternativna.com,1,42,1854,1
amds.hr,1,0,0,1
amplitudemagazin.com,1,0,1,1
amzd.hr,1,0,0,1
ana.in.mamaland,1,23,854,1
andjeo.com.hr,1,0,0,1
andrijanaristic.com,1,58,1236,1
andrijapanic.com,1,0,300,1
anezi-official.com,1,0,0,1
angellum.hr,1,205,3063,1
anime-planet.com,1,0,5850,1
answers.com,1,0,5070,1
antenor.hr,1,13,549,1
antikvarne-knjige.com,1,0,6,1
apartmani-juric.com.hr,1,1,345,1
apartmani-meic-pirovac.hr,1,0,0,1
apple.com,1,0,264300,1
archive.org,1,0,69300,1
archytele.com,1,0,24,1
arhivpro.hr,1,0,0,1
arijanova.hr,1,0,0,1
arimathealand.hr,1,16,876,1
aromahominis.hr,1,6,270,1
ars-organi-sisciae.com,1,9,189,1
arteist.hr,1,3,105,1
artemoda.hr,1,0,300,1
artstudiolaurarainbow.hr,1,0,300,1
astrobalans.com,1,0,300,1
astrocentar.net,1,3286,124500,1
astrodrom.hr,1,103,1125,1
astroregulus.com,1,148,1620,1
asusplus.hr,1,227,6525,1
atletskiklubagram.hr,1,85,1090,1
atmaveda.org,1,213,2397,1
audi.hr,1,0,18,1
augs.art,1,0,300,1
aukcije.hr,1,9,1258,1
aurea-fest.com,1,15,603,1
auslandcasinoch.com,1,0,300,1
autoeurope.hr,1,1,45,1
automania.com.hr,1,1,45,1
autonet.hr,1,9,261,1
autostil.com.hr,1,0,0,1
avtokampi.si,1,15,3841,1
ayugarden.com,1,176,3170,1
ayurveda4you.net,1,0,0,1
ayvens.com,1,0,300,1
az-palma.hr,1,0,0,1
azoo.hr,1,1,74,1
b-media.hr,1,6,234,1
b.dent,1,2,344,1
b.nicole,1,8,482,1
bajkonur.eu,1,0,2,1
bak.hr,1,4,181,1
balet.com.hr,1,0,0,1
balkanfun.travel,1,38,1576,1
banjaluka.news,1,0,0,1
baranjskikulen.hr,1,0,0,1
batprodajnicentar.hr,1,0,0,1
bazeni-varazdin.hr,1,0,2,1
bazzar.hr,1,1,6063,1
becharusha.hr,1,0,0,1
belavjohn.com,1,0,0,1
belimo.com,1,0,93,1
belosa.info,1,31,1055,1
benediktinke-zadar.com,1,0,0,1
beonsavjetovanje.hr,1,9361,258897,1
berlinskimagazin.com,1,113,1253,1
betlehem.hr,1,30,522,1
bhaktimarga.hr,1,39,1623,1
bible.com,1,7,5559,1
biblegateway.com,1,21,25077,1
biblijski-krscani.com,1,326,10476,1
bicro.hr,1,0,0,1
bihlink.com,1,0,1,1
biker.hr,1,100,1575,1
bilice.com.hr,1,0,0,1
biljkeplants.com,1,775,18783,1
biorama.net,1,56,1623,1
bipaparfemi.hr,1,52,1026,1
biskupija-porecko-pulska.hr,1,0,2,1
bitchute.com,1,0,14370,1
bitomat.com,1,0,300,1
bizhat.com,1,2,240,1
bjelovar.hr,1,17,550,1
blackretols.com,1,0,300,1
blog.hr,1,2,774,1
blogfa.com,1,0,9810,1
blue-dahlia.net,1,0,0,1
bmw.hr,1,0,3,1
bodulija.net,1,0,6,1
boginjalotosa.com,1,29,549,1
bojkot-mpt.site,1,0,300,1
bolnica-bistra.hr,1,0,3,1
bolnica-vrapce.hr,1,0,0,1
bonduelle.hr,1,184,4051,1
bonifarm.hr,1,0,0,1
bonum-app.com,1,325,14625,1
booke.hr,1,37,639,1
bookmarklethq.com,1,0,0,1
bor030.net,1,198,7903,1
borak.info,1,55,1181,1
bosch-home.hr,1,0,3,1
bosnainfo.ba,1,0,398,1
boutique.hr,1,0,300,1
bozjapobjeda.hr,1,1142,14238,1
bportal.icu,1,0,6,1
brankomijic.com,1,1486,25272,1
brillbird.com.hr,1,0,0,1
brodradio.com,1,0,300,1
bswireless.hr,1,14,643,1
budicool.hr,1,0,19,1
budnidiv.net,1,24,696,1
burzahrane.hr,1,0,2,1
buymeacoffee.com,1,0,4830,1
c3park.com,1,0,0,1
cakom.hr,1,0,0,1
call-my-agent.com,1,0,300,1
camino.croatia.pu,1,607,7833,1
canon.hr,1,0,15,1
cas.hr,1,0,0,1
casino.com,1,0,300,1
censor.net,1,5,5649,1
cepinonline.com,1,9,594,1
chipstars.bet,1,0,27,1
ciampeathehomedesignings.com,1,0,54,1
cimerfraj.hr,1,11,201,1
cinema-xxi.com,1,0,3,1
cineplex8.com,1,0,2,1
cipele46.org,1,0,0,1
cipro.hr,1,0,0,1
cir.hr,1,136,1800,1
cirkulacija2.org,1,0,1,1
cistoca-split.hr,1,0,1,1
citadelalibri.com,1,397,11925,1
civilcourage.hr,1,0,2,1
ckim.hr,1,0,300,1
cocinasiris.com,1,0,300,1
cok.hr,1,22,306,1
colgatepalmolive.hr,1,0,300,1
combis.hr,1,43,438,1
cotrugli.org,1,0,3,1
couponscorpion.com,1,0,630,1
creativityalliance.com,1,0,0,1
croatiaairlines.com,1,0,72,1
croatiacvjecarna.com,1,0,0,1
crobitcoin.com,1,18,381,1
crogallop.com.hr,1,0,0,1
crolens.hr,1,1,345,1
cromuscodex70.com,1,25,441,1
crorec.hr,1,1,48,1
croskate.hr,1,0,0,1
croski.hr,1,0,1,1
crs-festival.com,1,0,0,1
cryptogramer.com,1,0,300,1
cryptoupdates.site,1,0,300,1
cs.hr,1,0,1,1
currentschoolnews.com,1,0,990,1
cyberfolks.hr,1,2,519,1
czk-brac.hr,1,0,300,1
czk-novi-zagreb.hr,1,2,55,1
dailymotion.com,1,0,50400,1
damijan.org,1,19,857,1
damijaw.com,1,0,0,1
danas.rs,1,2757,8453,1
dance.hr,1,64,2730,1
danibeba.com,1,0,0,1
danica-gomilanovic.com,1,0,300,1
danko.komljenovi,1,3665,48100,1
dariah.hr,1,0,0,1
darijabambur.com,1,0,300,1
daruvarske-toplice.hr,1,0,1,1
dejtingzona.com,1,0,300,1
dekla.hr,1,0,300,1
delicious.istrian.restaurants,1,62,620,1
delmerion.hr,1,0,0,1
demokrscanihds.hr,1,0,0,1
dep.life,1,0,0,1
designdistrict.hr,1,0,3,1
devetka.rs,1,3,1708,1
devimohan.com,1,0,300,1
dhsp.hr,1,8,126,1
digitalfoto.com.hr,1,192,8641,1
dijalog.hr,1,1506,21504,1
dijana.duhovnostupraksi,1,5076,119200,1
dinaemel.com,1,36,684,1
diopter.hr,1,173,7785,1
discogs.com,1,0,14700,1
djeca.hr,1,14,378,1
djecjakuca.hr,1,72,1404,1
dobarportal.net,1,22,434,1
docatsplit.com,1,3,63,1
doctorelamlaki.com,1,0,300,1
dok.vladimir,1,2,170,1
dolinalasve.info,1,2,66,1
doljani.info,1,30,307,1
domacica.com,1,0,2,1
domagoj.semper.pr,1,16,369,1
domagojsever.com,1,106,1440,1
dormeo.ba,1,34,10207,1
draganprimorac.com,1,328,7662,1
drevni.ent,1,1266,39300,1
drugastrana.info,1,1,45,1
drum.hr,1,17,442,1
drustvo-podrska.hr,1,0,0,1
drvona.hr,1,0,2,1
dugineobitelji.com,1,1062,11862,1
dugiotok.hr,1,0,3,1
dukat.hr,1,13,480,1
dumus.hr,1,227,7713,1
duna.academy,1,0,300,1
dvaosam.com,1,2,54,1
e-belgrade.net,1,0,2,1
e-ivanec.com,1,0,0,1
ebrcko.net,1,0,0,1
ecco-verde.hr,1,0,3,1
educamix.hr,1,0,0,1
eduidea.org,1,0,300,1
edusinfo.hr,1,0,6,1
eferrit.com,1,6,1290,1
effie.hr,1,0,0,1
eitb.eus,1,0,1050,1
eko-vest.com,1,27,569,1
ekokucamagazin.com,1,0,1,1
ekumena.org,1,0,0,1
electroluxprofessional.com,1,0,84,1
encian.hr,1,0,3,1
eneos.hr,1,0,0,1
energyhouse.life,1,58,2611,1
epc.hr,1,0,0,1
ericsson.hr,1,59,1434,1
espreso.rs,1,475,18759,1
etnoparkzagreb.com,1,52,1602,1
etrafika.net,1,0,3,1
euforija.online,1,5646,99400,1
euro-interijeri.hr,1,0,1,1
euro-unit.hr,1,0,1,1
euro.hr,1,1493,35510,1
eurobizcentar.com,1,0,300,1
euroliber.hr,1,0,1,1
europeanshortstory.org,1,433,18279,1
evolution.next.level,1,62,620,1
exactexchanger.com,1,0,300,1
f.gusstavo,1,4183,148700,1
f1-bih.com,1,0,11,1
factum.com.hr,1,0,0,1
falundafa.hr,1,0,300,1
faluninfo.eu,1,13,549,1
fandom.com,1,0,236100,1
fashion-shop.com.hr,1,0,0,1
feelmedjugorje.com,1,61,1641,1
feral.bar,1,39,1531,1
festivaldrvenihkapela.com,1,104,2286,1
filaks.hr,1,0,0,1
filmoklik.org,1,0,300,1
filmoviplex.com,1,0,1350,1
finalekodamigdale.com,1,0,0,1
financijskapismenost.club,1,35,351,1
findhealthclinics.com,1,0,360,1
firmus-grupa.hr,1,241,10353,1
flekosteelbalzam.com,1,0,0,1
fliphtml5.com,1,1,4605,1
flixbus.hr,1,0,29,1
format88.com,1,0,0,1
fortenova.hr,1,0,0,1
fotoklubrijeka.hr,1,0,0,1
fotozine.org,1,0,1,1
foxnews-us.com,1,0,3,1
foxtv.hr,1,0,1,1
fpz.hr,1,0,72,1
frama-portal.net,1,0,3,1
framost.com,1,2,54,1
franjevke-dubrovnik-dance.net,1,4,72,1
franjo-tusek.from.hr,1,0,0,1
frankopani.eu,1,1,48,1
freekaamal.net,1,16,361,1
frendica.online,1,0,9,1
fresh.hr,1,0,0,1
frshows.info,1,0,0,1
ftidi.hr,1,7,315,1
funtana.com,1,4,183,1
futura4u.hr,1,291,11997,1
fuzine.hr,1,0,3,1
fx-files.com,1,17,767,1
fxstudio-foto-video.hr,1,111,5295,1
gajba.hr,1,3,99,1
galileobar-rijekaac.com.hr,1,0,0,1
gastro-branimir.com,1,193,7041,1
gavrilovic.hr,1,0,1,1
gdckbnm.hr,1,24,540,1
gdenamore.com,1,10,7954,1
gemini-homes.hr,1,0,300,1
geni.com,1,0,1704,1
getbybus.com,1,11,693,1
ghetaldus.hr,1,7,321,1
girotondo.com.hr,1,0,0,1
glagoljica.blog,1,0,300,1
glazbenaskola-arija.hr,1,361,13833,1
gljz.hr,1,0,2,1
gloryday.eu,1,384,16086,1
gmv.hr,1,0,0,1
godtube.com,1,0,450,1
gohome.hr,1,0,51,1
gorenje.com,1,1,375,1
gospicko-senjska-biskupija.hr,1,0,0,1
gotquestions.org,1,18,4350,1
gpmaljevac.com,1,24019,391380,1
gradjevinski-dnevnik.com,1,2,354,1
grammaticus.blog,1,0,0,1
grigori-grabovoi.tech,1,3,435,1
gymbeam.hr,1,6,104,1
hagioterapija-samobor.hr,1,0,300,1
hayatmedia.bih,1,3676,159200,1
hcd.hr,1,0,0,1
hdsaprevodom.com,1,28,978,1
hdzbrckodistrikt.org,1,9,279,1
hdzvz.com,1,0,0,1
hedonism-tourism.org,1,67,1252,1
helendoron.hr,1,0,0,1
hellopoetry.com,1,0,222,1
helpmecovid.com,1,0,96,1
hercegovinapress.com,1,23,893,1
hervis.hrvatska,1,13,644,1
hgc.hr,1,0,0,1
hhdhyla.hr,1,0,0,1
hic-vijesti.hr,1,0,0,1
history.hr,1,2570,112284,1
historyfilmfestival.com,1,12,163,1
hkdnapredak.hr,1,28,972,1
hkm-graz.org,1,25,315,1
hmdk.hr,1,0,0,1
hmps.hr,1,7,99,1
hnk-gorica.hr,1,364,3818,1
hnk.hr,1,142,2199,1
hns.family,1,0,300,1
hodzazivot.hr,1,236,2844,1
hongoldonia.hr,1,8,325,1
hos-cvf.hr,1,64,624,1
hosman-nekretnine.hr,1,0,300,1
hotelikrk.hr,1,0,3,1
hotelsedlo.com,1,1,345,1
hpdmiv.hr,1,0,1,1
hpdplanik.hr,1,0,0,1
hrobos.hr,1,0,0,1
hromadske.radio,1,0,213,1
hronika.ba,1,0,258,1
hrprotestantskakonferencija.org,1,1,345,1
hrvati.hrvati,1,540,3921,1
hrvatska.kruna,1,160,2789,1
hrvatski-astroloski-radio.com,1,0,0,1
hrvatskiglas-berlin.com,1,0,6,1
hrvatskipravasi.hr,1,0,0,1
hrvatskiuzemljicudesa.hr,1,2,54,1
hrvojelojen.com,1,17,765,1
hrvzz.hr,1,0,0,1
hssr.hr,1,0,0,1
hsup.hr,1,0,0,1
htmlexaminer.com,1,0,1,1
hypetelevizija.hr,1,10991,85700,1
hzsn.hr,1,1,45,1
hzzo.hr,1,63,807,1
iarh.hr,1,0,0,1
icarushrvatska.hr,1,38,1170,1
ideaas.eu,1,0,0,1
igranje.hr,1,0,12,1
iju.hr,1,0,0,1
ilirijabiograd.com,1,0,2,1
imotskenovine.hr,1,10,129,1
in2.hr,1,0,1,1
inaessentials.hr,1,17,603,1
inbonafide.org,1,0,300,1
inc-stories.com,1,0,3,1
inet.hr,1,7,99,1
infobijeljina.com,1,182,3741,1
informer.rs,1,17,2193,1
inicijativa.hr,1,224,4392,1
insideout.hr,1,0,2,1
institut-ikra.hr,1,0,300,1
instrukcije-hr.com,1,0,2,1
integra.hr,1,6,235,1
integraledu.hr,1,0,1,1
interhome.hr,1,0,0,1
interview.ba,1,2,114,1
intrixcrm.com,1,505,22695,1
invista.hr,1,0,0,1
iot.hr,1,137,2871,1
ips-pljockanje.hr,1,0,0,1
isadorashop.hr,1,0,0,1
iskcon.hr,1,2,54,1
istiniteprice.com,1,0,0,1
istrapedia.hr,1,11,462,1
istriafilmcommission.com,1,105,1719,1
isusovcidubrovnik.com,1,7,399,1
it-odjel.hr,1,0,300,1
itp.hr,1,7,579,1
iva.radic,1,3,12179,1
ivanamyway.com,1,207,3279,1
ivanastulic.com,1,0,0,1
ivaninakucabajke.hr,1,0,0,1
ivanmerz.hr,1,2384,99612,1
ivoclar.com,1,0,0,1
ivonazivkovic.net,1,204,5816,1
izletnadlani.com,1,0,9,1
izprirode.xyz,1,11,297,1
jabuka-zagreb.com,1,0,0,1
jackjones.com,1,179,5313,1
jamaha-prom.com,1,22,606,1
japancroatia.org,1,131,1305,1
javacro.hr,1,0,0,1
javnanabava.hr,1,22,996,1
jelovnik.hr,1,0,17,1
jerusalemway.org,1,259,3213,1
jglobitelj.hr,1,44,885,1
joca.ratkovicccc,1,0,3,1
jotform.com,1,4,17550,1
journal.rs,1,1,726,1
jumbo.hr,1,0,0,1
juregrando.com,1,83,3765,1
jusp-jasenovac.hr,1,0,3,1
jutarnji.info,1,35,657,1
k.lukas,1,18,267,1
kagita-akademija.hr,1,54,1776,1
kajkaviana.hr,1,18,1110,1
kajsujelinasistari.hr,1,0,0,1
kakanj-x.com,1,17,2829,1
kalisara.hr,1,0,0,1
kamion-bus.hr,1,0,0,1
kapumorugospodnjem.com,1,27,1144,1
kastela-info.hr,1,0,3,1
katalaksija.com,1,40,1332,1
katolicka-gimnazija.hr,1,0,0,1
katolik20.com,1,312,5040,1
kava-likeri.com,1,10,750,1
kazaliste-tresnja.hr,1,0,3,1
kdvik-rijeka.hr,1,0,6,1
kera-term.hr,1,0,9,1
kerekesh.hr,1,0,300,1
kick-ass.eu,1,0,0,1
kinetic365.online,1,0,0,1
kino-edison.hr,1,0,300,1
kinoeuropa.hr,1,4,180,1
kkkarlovac.hr,1,24,828,1
klapa-barun.hr,1,0,0,1
kliker.club,1,61,981,1
klikfilm.org,1,0,3,1
klinicki-studio.com,1,128,2478,1
kliofest.hr,1,87,3447,1
kliofest.org,1,30,1314,1
klis.hr,1,0,0,1
klix.ba,1,30,520,1
kmm100.com,1,0,0,1
knjiga.hr,1,0,9,1
knjigaistine.com,1,200,5994,1
knjiznica-bjelovar.hr,1,0,0,1
knjiznica-novska.hr,1,0,0,1
knjiznicasolin.hr,1,0,1,1
kohopedagogija.com,1,0,0,1
kokolingo.hr,1,6934,177996,1
komikaze.hr,1,2,55,1
kompas.hr,1,0,0,1
konoba-bracera.hr,1,330,13519,1
kontrapress.com,1,0,1,1
korisnaknjiga.com,1,0,57,1
kosljun.hr,1,22,936,1
kotanyi.hrvatska,1,40,10200,1
kotor.travel,1,1,45,1
kozmos.hr,1,19,425,1
kraljeva-sutjeska.com,1,0,17,1
krauthaker.hr,1,0,1,1
kriticizam.com,1,1,48,1
kriticnamasa.com,1,70,2628,1
krizevci.tv,1,0,300,1
krozazamagljenozrcalo.com,1,16,432,1
krstionica.com,1,59,2289,1
ksz-zagreb.hr,1,0,0,1
kucanamoru.eu,1,79,1179,1
kuhajmo.eu,1,0,300,1
kuhaona.com,1,7,101,1
kulturanova.hr,1,0,0,1
kulturaprehrane.hr,1,0,1,1
kulturni-centar.hr,1,50,504,1
kutaknet.com,1,13997,142017,1
kuzd.hr,1,0,0,1
kvarner.hr,1,61,627,1
lakicvedran.sdp,1,31,28,1
lavalledeitempli.net,1,0,2,1
laxusspa.com,1,0,300,1
learnandjoy.com,1,32,1704,1
lektira.hr,1,0,3,1
lektoriranje.org,1,0,17,1
letterboxd.com,1,0,5610,1
leykam-international.hr,1,0,0,1
lhmacademia.com,1,0,0,1
libellus.hr,1,0,14,1
lider.events,1,0,1,1
liderlab.pro,1,0,300,1
lidlovakuhinja.hr,1,8,360,1
ligaprotivrakadrnis.hr,1,0,0,1
lightgadgets.store,1,0,0,1
lighthouses-croatia.com,1,3,82,1
limes.hr,1,0,6,1
lino.eu,1,0,1,1
linxpot.com,1,8,361,1
listography.com,1,0,450,1
livejournal.com,1,1,35445,1
livesoccerscores.net,1,0,0,1
ljekarna-dajkovic.hr,1,0,3,1
ljekarne-prima-farmacia.hr,1,0,15,1
ljepotestvaranja.com,1,5,417,1
ljiljanasaucha.com,1,34,918,1
ljubisa.petrovic.bn,1,294,383,1
llumar.hr,1,0,0,1
localguidesconnect.com,1,0,390,1
logos-centar.com,1,48,469,1
lokoportal.com,1,0,2,1
lokvina.hr,1,12,182,1
losinjza180.com,1,199,6741,1
lotos-nakit.com,1,16,729,1
lotusmedia.hr,1,176,5166,1
love.and.lemons,1,0,11,1
luciadzic.com,1,0,300,1
luckweeek.com,1,0,300,1
luetic-ginekologija.hr,1,0,300,1
luisanita.com,1,0,0,1
luminalumiereinstitute.com,1,413,17229,1
lush.hr,1,0,0,1
lzn-sve-epizode.com,1,0,108,1
macikriz.com,1,0,300,1
madjionicar.hr,1,0,1,1
make-up.hr,1,12,144,1
makronova.com,1,0,0,1
maleokice.com,1,0,0,1
mallisa.kozmetika,1,24,240,1
mamaklik.com,1,0,0,1
mamasminkerica.com,1,39,423,1
mamaumisiji.org,1,140,2982,1
maminamaza.com,1,21,225,1
maminosunce.hr,1,31,897,1
manuelradovanovic.com,1,15,645,1
mapei.com,1,0,225,1
mare-vrbnik.com,1,0,0,1
mariavisionmedjugorje.com,1,7842,104616,1
marieclaire.hr,1,0,300,1
marijapropetog.hr,1,15,495,1
marijinalegijapetrinja.com,1,662,9540,1
marina.vidojevic,1,17,709,1
markotop.online,1,0,300,1
marodi.com,1,0,0,1
marracosmetics.com,1,33,873,1
martimex.hr,1,0,1,1
marxist.com,1,0,210,1
mastercard.com,1,0,5760,1
math.hr,1,0,15,1
maticahrvatskavinkovci.hr,1,0,0,1
mba-croatia.com,1,0,0,1
meatrevoasalir.com,1,0,0,1
mediterras.eu,1,5,489,1
medjugorje-info.com,1,76,3270,1
medulinfm.com,1,0,1,1
megashop.hr,1,0,6,1
mensa.hr,1,0,0,1
metabolic-friendly.com,1,0,300,1
metal-archives.com,1,0,2133,1
metricscat.com,1,0,3,1
mfa.hr,1,0,3,1
mgardenuzice.com,1,337,9021,1
mhk.hr,1,0,0,1
mi.com,1,0,32100,1
mi.hr,1,0,63,1
milaloncar-umjetnica.hr,1,294,3252,1
mireillelab.com,1,0,300,1
miroslavskender.com,1,1359,45165,1
misao.hr,1,0,11,1
misija-nawanatau.com,1,116,1560,1
misije-djakovo.com,1,1013,22923,1
mislavgleich.com,1,455,15933,1
miss-universe-croatia.hr,1,0,1,1
miss.hr,1,0,0,1
mkzivotdaklebiraj.com,1,41,405,1
mladenjovic.com,1,0,300,1
mladi-dbk.com,1,138,2034,1
mladi.varadinske,1,407,4175,1
mladisplit.com,1,10,217,1
mobil.hr,1,0,1,1
modernist.hr,1,359,16119,1
modrus-kcs.hr,1,42,2172,1
mojatvrtka.net,1,0,0,1
mojprozorsvjetla.com,1,0,300,1
molitva.hr,1,0,3,1
molitvenik.online,1,0,0,1
mondo.zabava,1,6268,279700,1
monsterenergy.com,1,0,360,1
moonofshanghai.com,1,0,3,1
moramo.hr,1,630,13602,1
more.hr,1,0,0,1
most.hr,1,0,0,1
mostarsummerfest.com,1,0,2,1
motherwomanqueen.com,1,20,612,1
motivacioneprice.com,1,0,0,1
mr.bean,1,0,17,1
mrms.hr,1,0,6,1
msckrstarenja.com,1,0,6,1
mstart.hr,1,0,15,1
mtvlex.com,1,3,90,1
multipluscard.hr,1,0,2,1
musicanota.hr,1,0,0,1
muziker.hr,1,3,8628,1
mv-print.hr,1,163,7437,1
myporec.com,1,0,16,1
myprimarket.com,1,0,0,1
n.petrovic,1,1,12,1
najbolji-recepti.com,1,1298,25998,1
naklada-val.hr,1,0,0,1
nakladabombon.hr,1,0,0,1
namjestaj.hr,1,0,45,1
narodni.hr,1,40,510,1
natjecanje-papandopulo.org,1,894,25740,1
naukaireligija.com,1,1,46,1
nc-salata.hr,1,35,1575,1
ncld.org,1,0,42,1
nebom.dana.hrvatska,1,117,476,1
nedhamsonsecondlineviewofthenews.com,1,0,0,1
nelwinuy.com,1,0,300,1
nemo-casopis.com,1,49,1173,1
neradni-dani.com,1,0,45,1
newhealthcarenow.com,1,0,0,1
newsbar.hr,1,28,542,1
newstoday29.com,1,0,300,1
nezavisna-drzava-hrvatska.com,1,5,189,1
nezeljeni-ucinci-jw.org,1,0,300,1
nhentai.net,1,0,21480,1
nipp.hr,1,0,1,1
nonstopairductcleaningdallas.com,1,0,300,1
nos.hr,1,0,300,1
not.hr,1,0,0,1
nourishwellnesspro.com,1,0,300,1
novageneracija.org,1,0,300,1
noviglas.online,1,29,297,1
novinarnica.net,1,0,14,1
novostiinfo.com,1,0,0,1
numizmatika.net,1,125,3267,1
nutrienchance.com,1,0,300,1
obican.work,1,0,300,1
oblizeki.com,1,168,2304,1
obnasice.hr,1,0,0,1
obuchalka.org,1,0,1140,1
od.obraza.do.srca,1,59,4514,1
oglasnik.hr,1,0,3583,1
ognjen.online,1,37,687,1
ogulintales.com,1,45,585,1
